以	a1olj1oljj4yljj4
品性	pixn1
喷香	pixt1
配置系统	pixt2pzxt2
喷涌	piyd1
喷药	piye1
脾主运化	piyh1pzyh2
喷油嘴	piyi1piyz1
披着羊皮的狼	piyl1pzyl1
铺张扬厉	piyl2pzyl2
跑一趟	piyt1
抛砖引玉	piyy1pzyy1
判决案件	pjaj1
偏爱	pjam1
偏安	pjan1
偏暗	pjar1
偏不	pjba1
片甲不存	pjbc1
判决被告	pjbg1
片甲不回	pjbh1
破旧不堪	pjbk1
片甲不留	pjbl1
平均步频	pjbp1
偏北	pjby1
贫贱不能移	pjby2
偏才	pjcf1
仆从	pjcj1
平均产量	pjcl1
偏差	pjcm1
偏财	pjco1
偏出	pjcv1
凭此	pjcy1
破镜重圆	pjcy2
偏大	pjda1
佩戴	pjdf1
佩带	pjdf2*
凭吊	pjdi1
偏低	pjdj1
凭单	pjdm1
佩刀	pjdn1pjdz1
偏多	pjdw1
贫贱夫妻百事哀	pjfa1
偏方	pjfh1
偏废	pjfh2*
平均分子量	pjfl1
评价方式	pjfs1
佩服	pjfv1
评价范围	pjfw1
偏锋	pjfy1
凭感觉	pjg1pjgj2
偏高	pjgh1
平均工资	pjgi1pjgz1
偏光	pjgj1
仆街	pjgk1pjjk2
偏关	pjgm1
偏官	pjgn1
偏股型	pjgx1
偏关县	pjgx2
评价很高	pjhg1
偏好	pjhs1
偏执狂	pji1pjik2pjz1pjzk2
评价指标	pjib1pjzb1
评价制度	pjid1pjzd1
平均涨幅	pjif1pjzf1
平均增长	pjii1pjzz1
凭仗	pjij1pjzj1
披荆斩棘	pjij2pjzj2
贫贱之交	pjij3pjzj3
偏执	pjik1pjzk1
偏振	pjik3*pjzk3*
凭证	pjil1pjzl1
凭着	pjim1pjzm1
偏窄	pjin1pjzn1
偏置	pjio1pjzo1
披坚执锐	pjir1pjzr1
偏转	pjis1pjzs1
偏重	pjit1pjzt1
偏重于	pjiy1pjzy1
平均主义	pjiy2*pjzy2*
佩剑	pjj2pjjj2*
偏激	pjjd1
凭藉	pjje1
僻静	pjjg1
平均价格	pjjg2
评价机制	pjji1pjjz1
凭借	pjjj1
凭据	pjjk1
偏见	pjjo1
偏角	pjjw1
俳句	pjjw2*
普及教育	pjjy1
偏枯	pjkc1
偏口	pjki1
普及开来	pjkl1
凭空	pjkn1
偏科	pjkt1
凭靠	pjkt2*
偏口鱼	pjky1
偏历	pjla1
凭栏	pjlc1
偏劳	pjle1
偏离	pjlh1
佩兰	pjlm1
平均利润	pjlr1
破旧立新	pjlx1
评价目标	pjmb1
平静面对	pjmd1
偏盲	pjmh1
偏门	pjmj1
平均每年	pjmn1
平均每人	pjmr1
评价模式	pjms1
平均每天	pjmt1
评价模型	pjmx1
偏南	pjnf1
凭你	pjnj1
偏难	pjnl1
平均年龄	pjnl2
评价内容	pjnr1
破镜难圆	pjny1
凭票	pjpf1
偏旁	pjph1
偏僻	pjpj1
偏偏	pjpj2*
偏裨	pjpl1
偏颇	pjpn1pjpz1
平均配速	pjps1
偏巧	pjqf1pjuf1
拼尽全力	pjql1pjul1
偏轻	pjqs1pjus1
平均气温	pjqw1pjuw1
判决认定	pjrd1
仆人	pjrj1
平均日产量	pjrl1
判决日期	pjrq1pjru2
偏软	pjrs1
僻壤	pjru1
判决如下	pjrx1
评价人员	pjry1
偏少	pjs2pjsp2*
帕金森病	pjsb1
平均速度	pjsd1
平静生活	pjsh1
偏嗜	pjsi1
偏食	pjsj1
凭什么	pjsm1
平均寿命	pjsm2*
平均水平	pjsp1
偏师	pjsp3*
偏是	pjsr1
平均收入	pjsr2
偏私	pjst1
偏色	pjsw1
判决生效	pjsx1
偏上	pjsy1
偏瘫	pjth1
偏听	pjti1
偏袒	pjtl1
否极泰来	pjtl2
偏题	pjtr1
偏头痛	pjtt1
佩特	pjtt2*
评价体系	pjtx1
平均温度	pjwd1
偏微分	pjwf1
偏下	pjxf1
平均消费	pjxf2
偏斜	pjxj1
偏心	pjxl1
凭祥	pjxl2
评价项目	pjxm1
评价性能	pjxn1
偏小	pjxp1
偏向	pjxr1
凭祥市	pjxs1
评价系统	pjxt1
凭险	pjxv1
偏狭	pjxw1
凭虚	pjxy1
普济消毒饮	pjxy2
偏于	pjy2pjyg2*
偏压	pjya1
偏右	pjya2*
偏要	pjyf1
偏远	pjyg1
佩玉	pjyg3*
便宜货	pjyh1
偏倚	pjyj1
仆役	pjyk1
便宜	pjyn1
偏移	pjyt1
偏印	pjyw1
拍案	pkan1
拍岸	pkao1
捧杯	pkb2pkbc2*
批捕	pkb3pkbk2*
排布	pkba1
拍板	pkbc1
拼板	pkbc3*
排班	pkbg1
拍巴掌	pkbi1pkbz2
贫困标准	pkbi2*pkbz3
排便	pkbj1
排比句	pkbj2
拼搏	pkbk1
拚搏	pkbk3*
批办	pkbn1pkbz1
排版	pkbr1
扑鼻	pkbr2*
排比	pkbs1
批驳	pkbx1
抛出	pkc1pkcv2*
排成	pkc2pkca2*
拍出	pkc3pkcv3*
拍成	pkca1
拼成	pkca3*
排查	pkcc1
排除法	pkcf1
拼刺	pkcf2*
拼凑	pkch1
批次	pkch2*
扑哧	pkci1
拼插	pkck1
批处理	pkcl1
排斥	pkcq1
排场	pkcu1
捧场	pkcu2*
排除	pkcv1
排出	pkcv4*
拼出	pkcv5*
拼错	pkcy1
抛到	pkd1pkds3*
抛掉	pkd2pkdk3*
拍电视	pkd3pkds2
拍电报	pkdb1
排档	pkdc1
拍档	pkdc2*
拼多多	pkdd1
排毒	pkdg1
扑倒	pkdj1
拍打	pkdk1
排挡	pkdk2*
扑打	pkdk4*
拍得	pkdk5*
拼读	pkdl1
破口大骂	pkdm1
批斗	pkdn1
排定	pkdn2*
扑蝶	pkdo1
贫困地区	pkdq1pkdu2
排到	pkds1
拍到	pkds4*
扑地	pkdu1
排队	pkdv1
拍电影	pkdy1
扑尔敏	pkem1
贫困儿童	pket1
排风扇	pkf1pkfs2
批发部	pkfb1
拼法	pkfd1
排放	pkfh1
批发价	pkfj1
彷佛	pkfj2*
排放量	pkfl1
扑粉	pkfm1
批发	pkfn1pkfz1
批发商	pkfs1
批复	pkft1
捧腹	pkfv1
披风	pkfw1
排灌站	pkg2pkgi2pkgz1
批改	pkgb1
排灌	pkgd1
拍过	pkgf1
片刻功夫	pkgf2
捧哏	pkgi1
抛光	pkgj1
贫困国家	pkgj2
披挂	pkgk1
排骨	pkgo1
抛给	pkgx1
彷徨	pkh2pkhk2*
批号	pkh3pkhi4*
排行榜	pkhb1
排洪	pkhd1
抛荒	pkhe1
排号	pkhi1
批货	pkhj1
排华	pkhj2*
徘徊	pkhk1
排行	pkhk3*
扑火	pkhm1
捧回	pkho1
排好	pkhs1
捧红	pkhx1
披红	pkhx2*
捧着	pki1pkim3pkz2pkzm3
扑在	pki2pkia2*pkz3pkza2*
批准书	pki3pkis2pkz4pkzs2
拍砖	pkia1pkza1
排在	pkia3*pkza3*
批注	pkid1pkzd1
贫困职工	pkig1pkzg1
批准	pkih1pkzh1
拼装	pkih2*pkzh2*
撇嘴	pkii1pkzi1
拍掌	pkij1pkzj1
抛掷	pkik1pkzk1
排中律	pkil1pkzl1
披着	pkim1pkzm1
拍着	pkim2pkzm2
拼字	pkin1pkzn1
排字	pkin2*pkzn2*
拍照片	pkip1pkzp1
拍照	pkir1pkzr1
批转	pkis1pkzs1
排长	pkit1pkzt1
破裤子缠腿	pkit2pkzt2
批租	pkit3*pkzt3*
捧走	pkiu1pkzu1
拍子	pkiv1pkzv1
拼争	pkiw1pkzw1
拍击	pkj2pkjg2*
扑击	pkj3pkjg3*
拼尽	pkjb1
扑救	pkjf1
抨击	pkjg1
抛进	pkjg4*
批件	pkjj1
批价	pkjj2*
排挤	pkjk1
拼接	pkjk2*
披肩	pkjl1
拼劲	pkjl2*
扒鸡	pkjl3*
批卷	pkjm1
披甲	pkjo1
排解	pkjw1
撇开	pkk1pkkg2*
扑克	pkkf1
抛开	pkkg1
排开	pkkg3*
排课	pkkl1
扑空	pkkn1
排空	pkkn2*
扑克牌	pkkp1
排雷	pkl2pklh3*
批零	pkl3pklh4*
排列	pkla1
扑楞	pklc1
排涝	pkld1
披露	pklh1
贫困落后	pklh2
抛离	pklh5*
拼了命	pklm1
排料	pklm2
拼力	pkln1pklz1
排卵期	pklq1pklu1
批量	pklr1
排量	pklr2*
拼了	pklv1
排卵	pklw1
排练	pklx1
拍卖会	pkm2pkmh2
抛媚眼	pkm3pkmy2
扑面	pkma1
扑灭	pkmd1
拍卖	pkmf1
披靡	pkmh1
拼命	pkmj1
拍门	pkmj2*
拚命	pkmj3*
拍马屁	pkmp1
拍卖师	pkms1
排名	pkmw1
拍马	pkmx1
抛锚	pkmy1
排尿	pknb1
凭空捏造	pkni1pknz1
排脓	pknv1
拼配	pkpf1
撇撇嘴	pkpi1pkpz1
批评家	pkpj1
拍拍	pkpk1
批评	pkpl1
批判	pkpm1
拼盘	pkpq1
拍片	pkpr1
拍拍手	pkps1
批判性	pkpx1
排球队	pkq1pkqd2pku1pkud2
排气口	pkq2pkqk2pku2pkuk2
撇清	pkqd1pkud1
排球	pkqg1pkug1
抛弃	pkqh1pkuh1
拼抢	pkqk1pkuk1
排前	pkqm1pkum1
扒窃	pkqn1pkun1
排遣	pkqo1pkuo1
排球赛	pkqs1pkus1
抛妻	pkqs2*pkus2*
排气	pkqt1pkut1
捧起	pkqu1pkuu1
抛却	pkqu2*pkuu2*
排球网	pkqw1pkuw1
皮开肉绽	pkri1pkrz1
贫困人口	pkrk1
排入	pkrm1
抛入	pkrm2*
拍手	pks2pksk2*
排水管	pks3pksg3
拼死	pksa1
拚死	pksa2*
排水	pksd1
抛洒	pksd2*
披萨	pkse1
披散	pksf1
批示	pksg1
排水沟	pksg2
贫困生活	pksh1
抛售	pksj1
扑闪	pksj2*
拍摄	pksk1
扒手	pksk3*
排水量	pksl1
拼杀	pksm1
扑杀	pksm2*
抛射	pksr1
扑簌簌	pkss1
披上	pksy1
扑上	pksy2*
排头兵	pktb1
批条子	pkti1pktz1
排他	pktj1
拍拖	pktk1
抛投	pktk2*
扑通	pktl1
排头	pktn1
拼图	pkto1
拼贴	pkto2*
披头士	pkts1
排坛	pktu1
扑腾	pktv1
批条	pktw1
排他性	pktx1
拍外景	pkw2pkwj2
排尾	pkwb1
排污	pkwd1
批文	pkwh1
排位	pkwj1
排污口	pkwk1
拍完	pkwn1
排位赛	pkws1
贫困问题	pkwt1
排外	pkww1
抛物线	pkwx1
撇下	pkx1pkxf2*
拍戏	pkx2pkxl2*
排泄	pkxd1
抛下	pkxf1
拍下	pkxf3*
排序	pkxh1
拼写	pkxl1
排戏	pkxl3*
抛绣球	pkxq1pkxu1
扑向	pkxr1
抛向	pkxr2*
排险	pkxv1
排泄物	pkxw1
披衣	pky2pkyh3*
拼音化	pky3pkyh2
抛压	pkya1
排异	pkyb1
排椅	pkyc1
排演	pkyd1
拼音	pkyh1
批阅	pkyj1
批语	pkyl1
排烟	pkym1
排忧	pkyn1
抛秧	pkyt1
排印	pkyw1
评标	plbc1
评比	plbs1
评测	plcd1
批量采购	plcg1
批量操作	plci1plcz1
皮里春秋	plcq1plcu1
评测室	plcs1
评出	plcv1
评断	pldm1
评定	pldn1
赔礼道歉	pldq1pldu1
谱牒	pldr1
普兰店市	plds1
评点	pldy1
谱儿	plew1
赔了夫人又折兵	plfb1
攀龙附凤	plff1
评分	plfm1
排列方式	plfs1
评改	plgb1
评功	plgf1
评估	plgj1
批量购买	plgm1
谱号	plhi1
评话	plhl1
评注	plid1plzd1
评职	plif1plzf1
排列组合	plih1plzh1
评传	plij1plzj1
扁舟	pliq1plzq1
跑力指数	plis1plzs1
袍子	pliv1plzv1
谱子	pliv2*plzv2*
评剧	pljb1
评奖	pljh1
评价	pljj1
评介	pljj2*
评卷	pljm1
排列紧密	pljm2
评鉴	plju1
评级	pljx1
评课	plkl1
普鲁卡因	plky1
评理	pllg1
评论家	pllj1
评论	plll1
评论员	plly1
普罗米修斯	plms1
评评理	plp1plpl3
评聘	plpf1
烹龙炮凤	plpf2
批林批孔	plpk1
翩翩	plpl1
噼里啪啦	plpl2
噼哩啪啦	plpl4
劈里啪啦	plpl5
评判	plpm1
飘来飘去	plpq1plpu1
跑来跑去	plpq2plpu2
评球	plqg1plug1
谱曲	plqo1pluo1
翩然	plrv1plrw1
评述	plsc1
普林斯顿	plsd1
评说	plsl1
评审	plsn1
普鲁斯特	plst1
评书	plsx1
评上	plsy1
评弹	pltb1
评委会	plwh1
评论文章	plwi1plwz1
评为	plwm1
普罗旺斯	plws1
评委	plwt1
评析	plxc1
谱系	plxe1plxw1
翩跹	plxi1
谱写	plxl1
评选	plxt1
评选为	plxw2
碰了一鼻子灰	plyh1
评论员文章	plyi1plyz1
评优	plyj1
评阅	plyj2*
评议	plyl1
评语	plyl2*
皮里阳秋	plyq1plyu1
判案	pman1
普安	pman2
普安县	pmax1
叛变	pmbh1
屏幕保护	pmbh2
贫病	pmbh3*
判别	pmbi1
普遍	pmbl1
盆满钵满	pmbm1
炮兵	pmbr1
判别式	pmbs1
炮兵团	pmbt1
普遍性	pmbx1
平民百姓	pmbx2*
普查	pmcc1
判词	pmcl1
炮车	pmcs1
判处	pmcw1
判断句	pmd1pmdj2
判断力	pmd2pmdl2
炮弹壳	pmd3pmdk2pmdq1pmdu3
炮弹	pmdb1
普渡	pmdd1
普度	pmdh1
瓶底	pmdh2*
叛党	pmdj1
喷墨打印机	pmdj3
炮打	pmdk1
拼命抵抗	pmdk3
判读	pmdl1
普调	pmdl3*
判断	pmdm1
贫道	pmdm2*
判定	pmdn1
普定	pmdn2
匹马单枪	pmdq2pmdu2
判断题	pmdt1
盆地	pmdu1
瓶胆	pmdv1
披麻戴孝	pmdx1
披麻带孝	pmdx2
普定县	pmdx3
排名第一	pmdy1
普洱茶	pmec1
破门而出	pmec2
普洱	pmed1
𤆵耳朵	pmed2
扑面而来	pmel1
破门而入	pmer1
普洱市	pmes1
普尔	pmew1
盆儿	pmew2*
帕米尔高原	pmey1
普法	pmfd1
贫乏	pmfe1
拼命反抗	pmfk1
判分	pmfm1
贫富	pmfn1
判罚	pmfo1
叛匪	pmfs1
普格	pmgc1
普工	pmgf1
普高	pmgh1
跑马观花	pmgh2
瓶盖	pmgm1
判官	pmgn1
叛国	pmgo1
盆骨	pmgo2*
炮管	pmgt1
判给	pmgx1
普格县	pmgx2
炮灰	pmha1
盆花	pmhe1
炮火	pmhm1
贫寒	pmhn1
炮轰	pmhs1
拍卖会上	pmhs2
𤆵和	pmht1
贫化铀	pmhy1
拍卖行业	pmhy2*
炮制出	pmic1pmzc1
普涨	pmid1pmzd1
旁门左道	pmid2pmzd2
盆栽	pmif1pmzf1
破马张飞	pmif2pmzf2
瓶装	pmih1pmzh1
贫嘴	pmii1pmzi1
炮仗	pmij1pmzj1
判罪	pmio1pmzo1
瓶中	pmio2*pmzo2*
片面追求	pmiq1pmiu1pmzq1pmzu1
普照	pmir1pmzr1
炮制	pmit1pmzt1
炮竹	pmit2*pmzt2*
瓶子	pmiv1pmzv1
盆子	pmiv2*pmzv2*
炮战	pmiy1pmzy1
贫瘠	pmj1pmjh2*
普及率	pmj2pmjl2
叛军	pmj3pmjl3*
普及版	pmjb1
普及本	pmjb2
普济	pmjd1
普及度	pmjd2
普教	pmjf1
炮击	pmjg1
判决	pmjh1
普京	pmjh3*
平面几何	pmjh4*
泡沫经济	pmjj1
瓶颈	pmjl1
判卷	pmjm1
盆架	pmjn1pmjz1
贫窭	pmjn2
瞥见	pmjo1
贫贱	pmjo2*
炮舰	pmjq1
盆景	pmjr1
判决书	pmjs1
普降	pmjv1
普及	pmjw1
普九	pmjw2*
普及型	pmjx1
拍卖交易	pmjy1
贫困化	pmk1pmkh2
贫困线	pmk2pmkx2
贫矿	pmka1
贫苦	pmke1
贫困户	pmkh1
瓶口	pmki1
炮口	pmki2*
普快	pmkn1
贫困	pmko1
排名靠前	pmkq1pmku1
贫困生	pmks1
贫困县	pmkx1
普利策	pml1pmlc2
盆里	pml2pmlo2*
炮楼	pmlc1
普兰店	pmld1
叛离	pmlh1
判例	pmlj1
判令	pmlj2*
普朗克	pmlk1
普兰	pmlm1
瓶里	pmlo1
普罗	pmlo3*
普鲁士	pmls1
叛乱	pmlt1
普兰县	pmlx1
贫民	pmmb1
叛卖	pmmf1
普米族	pmmi1pmmz1
贫民窟	pmmk1
贫民区	pmmq1pmmu1
判明	pmmr1
叛逆者	pmni1pmnz1
贫农	pmnl1
叛逆	pmnm1
普宁	pmnn1
叛逆期	pmnq1pmnu1
瓶内	pmno1
普宁市	pmns1
瓶瓶	pmpm1
骗买骗卖	pmpm2
判赔	pmpo1
炮群	pmqb1pmub1
片面强调	pmqd1pmud1
瓶起子	pmqi1pmqz1pmui1pmuz1
排名情况	pmqk1pmuk1
贫穷	pmqn1pmun1
盆腔	pmqv1pmuv1
盆腔炎	pmqy1pmuy1
贫弱	pmrb1
判若	pmre1
𤆵肉	pmro1
判然	pmrv1pmrw1
普桑	pms2pmsl4
普世	pmsf1
普世观	pmsg1
普施	pmsh1
平民生活	pmsh2
贫僧	pmsj1
平面设计	pmsj2
炮手	pmsk1
瞥视	pmsl1
拼命三郎	pmsl2
泡沫塑料	pmsl3
瓶塞	pmsn1
拍卖商品	pmsp1
瓶身	pmsr1
拍卖收入	pmsr2
普适	pmst1
炮声	pmsu1
判死刑	pmsx1
瓶上	pmsy1
普通股	pmt1pmtg2
普通法	pmtf1
普天	pmtg1
普通话	pmth1
瓶体	pmtj1
叛徒	pmtk1
普通	pmtl1
炮台	pmtl2*
叛逃	pmtm1
炮艇	pmtq1
普通人	pmtr1
普陀山	pmts1
炮筒	pmtt1
普特	pmtt2*
炮塔	pmtu1
普陀	pmtv1
炮膛	pmtv2*
普天下	pmtx1
𤆵豌豆	pmwd1
炮位	pmwj1
普外科	pmwk1
判为	pmwm1
普外	pmww1
判刑	pmxg1
炮响	pmxi1
普希金	pmxj1
貔貅	pmxm1
贫血	pmxr1
普选	pmxt1
普贤	pmxu1
贫油	pmy1pmyd3*
贫铀弹	pmy2pmyd2
盆浴	pmyd1
鄱阳湖	pmyh1
炮衣	pmyh2*
番禺	pmyo1
番禺区	pmyq1pmyu1
鄱阳	pmyv1
鄱阳县	pmyx1
贫铀	pmyy1
皮袄	pnal1pzal1
颇不	pnba1pzba1
皮薄	pnbe1pzbe1
皮鞭	pnbf1pzbf1
皮包骨	pnbg1pzbg1
皮瓣	pnbh1pzbh1
怕被	pnbl1
怕不怕	pnbp1
皮包	pnbw1pzbw1
皮层	pncb1pzcb1
皮尺	pncb2*pzcb2*
怕出错	pncc1
皮草	pnce1pzce1
怕吃苦	pnck1
怕错	pncy1
颇大	pnda1pzda1
皮带	pndf1pzdf1
皮冻	pndh1pzdh1
皮袋	pndj1pzdj1
怕得	pndk1
颇得	pndk2*pzdk1
皮带轮	pndl1pzdl1
皮蛋	pndv1pzdv1
颇多	pndw1pzdw1
皮大衣	pndy1pzdy1
皮尔斯	pnes1pzes1
皮肤病	pnf1pnfb2pzf2pzfb2
皮肤癌	pnfa1pzfa1
颇费	pnfb1pzf1pzfb1
颇丰	pnfg1pzfg1
皮肤科	pnfk1pzfk1
皮筏	pnft1pzft1
皮肤	pnfv1pzfv1
怕风	pnfw1
颇负	pnfw2*pzfw1
颇感	pnga1pzga1
皮革	pngf1pzgf1
颇高	pngh1pzgh1
怕光	pngj1
皮管	pngt1pzgt1
怕给	pngx1
皮厚	pnha1pzha1
皮黄	pnhf1pzhf1
皮货	pnhj1pzhj1
颇好	pnhs1pzhs1
皮划艇	pnht1pzht1
怕脏	pni1pniv2*pnzv1
皮张	pnib1pnzb1pzib1pzzb1
皮疹	pnih1pnzh1pzih1pzzh1
皮质	pniq1pnzq1pziq1pzzq1
皮制	pnit1pnzt1pzit1pzzt1
皮脂	pniv1pnz1pnzv2*pziv1pzzv1
皮子	pniv3*pnzv3*pziv2*pzzv2*
皮脂腺	pnix1pnz2pnzx2pzix1pzzx1
皮纸	pnix2*pnzx1pzix3*pzzx3*
排难解纷	pnjf1
皮夹	pnjh1pzjh1
皮夹子	pnji1pnjz1pzji1pzjz1
颇佳	pnjj1pzjj1
皮件	pnjj2*pzj1pzjj2*
皮夹克	pnjk1pzjk1
颇具	pnjo1pzjo1
怕见	pnjo2*
皮匠	pnjs1pzjs1
皮筋	pnjt1pzjt1
排难解忧	pnjy1
怕苦	pnke1
皮裤	pnkl1pzkl1
皮卡	pnky1pzky1
怕冷	pnlh1
颇令	pnlj1pzlj1
怕累	pnlo1
怕了	pnlv1
皮棉	pnmc1pzmc1
怕麻烦	pnmf1
皮帽	pnmo1pzmo1
皮毛	pnmt1pzmt1
颇能	pnn1pnnl2*pznl1
皮囊	pnnf1pznf1
怕你	pnnj1
怕难	pnnl1
颇难	pnnl3*pznl2*
皮内	pnno1pzno1
皮袍	pnpl1pzpl1
怦怦	pnpn1
皮片	pnpr1pzpr1
皮皮虾	pnpx1pzpx1
皮球	pnqg1pnug1pzqg1pzug1
皮裙	pnql1pnul1pzql1pzul1
怕人	pnrj1
怕热	pnrk1
皮肉	pnro1pzro1
皮肉伤	pnrs1pzrs1
怦然	pnrv1pnrw1
怕什么	pns1pnsm2
皮手套	pns2pnst2pzst1
怕死	pnsa1
怕水	pnsd1
颇深	pnsd2*pzsd1
怕事	pnsf1
颇似	pnsj1pzsj1
怕摔	pnsk1
皮损	pnsk2*pzsk1
怕谁	pnsl1
皮试	pnsl2*pzsl1
颇受	pnsm1pzsm1
皮实	pnsn1pzsn1
皮山	pnso1pzso1
怕是	pnsr1
怕输	pnss1
怕生	pnst1
皮山县	pnsx1pzsx1
皮套	pnta1pzta1
怕疼	pnth1
怕他	pntj1
皮艇	pntq1pztq1
皮特	pntt1pztt1
皮条	pntw1pztw1
颇为	pnwm1pzwm1
皮外伤	pnws1pzws1
怕我	pnwt1
皮纹	pnwx1pzwx1
皮靴	pnx1pnxf2*pzx1pzxf2*
皮屑	pnxb1pzxb1
皮相	pnxc1pzxc1
皮鞋	pnxf1pzxf1
皮下	pnxf3*pzxf3*
盘尼西林	pnxl1
怕羞	pnxm1
颇显	pnxr1pzxr1
皮箱	pnxt1pzxt1
颇有	pnya1pzya1
怕有	pnya2*
皮椅	pnyc1pzyc1
皮衣	pnyh1pzyh1
皮耶罗	pnyl1pzy1pzyl3
皮炎	pnym1pzym1
皮影	pnyr1pzyr1
皮影戏	pnyx1pzyx1
赔本	pobf1
赔不起	pobq1pobu1
赔不是	pobs1
赔偿金	poc1pocj2
赔偿费	pocf1
赔偿	pocj1
盼到	pods1
帕尔马	poem1
赔付	pofj1
蚍蜉	pofo1
盼复	poft1
赔光	pogj1
盼归	pogp1
盼着	poim1pozm1
配偶子女	poin1pozn1
赔罪	poio1pozo1
帕金森	pojs1
赔款	poku1
蟠龙	pola1
赔率	polh1
盼来	polh2*
毗邻	polj1
赔礼	poll1
毗连	pols1
帕累托	polt1
赔了	polv1
帕米尔	pome1
睥睨	pono1
盼盼	popo1
赔钱	poqy1pouy1
帕斯卡	posk1
帕萨特	post1
蟠桃	potc1
盼头	potn1
盼望	powh1
赔笑	poxt1
螃蟹	poxw1
平平安安	ppaa1
蓬蓬勃勃	ppbb1
偏旁部首	ppbs1
偏偏不信	ppbx1
平平常常	ppcc1
品牌产品	ppcp1
频频出现	ppcx1
平平淡淡	ppdd1
品牌打造	ppdi1ppdz1
铺平道路	ppdl1
品牌电脑	ppdn1
瓢泼大雨	ppdy1
仆仆风尘	ppfc1
平平凡凡	ppff1
品牌服装	ppfi1ppfz1
瓶瓶罐罐	ppgg1
翩翩公子	ppgi1ppgz1
品牌公司	ppgs1
批评指正	ppii1ppzz1
品牌战略	ppil1ppzl1
怦怦直跳	ppit1ppzt1
平铺直叙	ppix1ppzx1
批判继承	ppjc1
品牌价值	ppji1ppjz1
平平静静	ppjj1
品牌建设	ppjs1
品牌开发	ppkf1
乒乓开关	ppkg1
漂漂亮亮	ppll1
破破烂烂	ppll2
品牌理念	ppln1
品牌名称	ppmc1
婆婆妈妈	ppmm1
品牌汽车	ppqc1ppuc1
乒乓球队	ppqd1ppud1
乒乓球拍	ppqp1ppup1
翩翩起舞	ppqw1ppuw1
品牌企业	ppqy1ppuy1
批评人士	pprs1
批判社会	ppsh1
翩翩少年	ppsn1
潘帕斯草原	ppsy1
品牌推出	pptc1
品牌推广	pptg1
品牌提升	ppts1
普普通通	pptt1
平平稳稳	ppww1
品牌消费	ppxf1
品牌项目	ppxm1
怦怦心跳	ppxt1
批判现实主义	ppxy1
批评意见	ppyj1
批评与自我批评	ppyp1
碰碰运气	ppyq1ppyu1
飘飘欲仙	ppyx1
平平庸庸	ppyy1
磐安	pqan1
磐安县	pqax1
盘剥	pqbb1
脾气暴躁	pqbi1pqbz1pubi1pubz1
盘存	pqca1
盘查	pqcc1
旁敲侧击	pqcj1pucj1
爬虫	pqco1
爬出	pqcv1
盘缠	pqcx1
盘带	pqdf1
盘跌	pqdi1
爬到	pqds1
盘点	pqdy1
喷气发动机	pqfj1pufj1
盘发	pqfn1pqfz1
盘符	pqft1
盘根	pqgc1
盘古	pqgf1
爬高	pqgh1
爬灰	pqha1
脾气火爆	pqhb1puhb1
盘桓	pqhc1
盘活	pqhd1
脾气很大	pqhd2puhd1
盘货	pqhj1
爬回	pqho1
盘中餐	pqic1pqzc1
盘整	pqif1pqzf1
盘坐	pqij1pqzj1
盘账	pqio1pqzo1
盘子	pqiv1pqzv1
爬进	pqjg1
派遣机构	pqjg2pujg1
盘踞	pqji1
盘诘	pqjl1
盘锦市	pqjs1
盘结	pqjx1
盘锦	pqjy1
盘亏	pqkg1
盘口	pqki1
盘扣	pqkk1
爬楼梯	pql1pqlt2
爬楼	pqlc1
瓶罄罍耻	pqlc2pulc1
爬来	pqlh1
贫穷落后	pqlh2pulh1
盘里	pqlo1
聘请律师	pqls1puls1
爬犁	pqlt1
盘面	pqma1
爬满	pqmd1
盘你	pqnj1
跑前跑后	pqph1puph1
平起平坐	pqpi1pqpz1pupi1pupz1
盘片	pqpr1
爬坡	pqpu1
迫切期待	pqqd1puqd1puud1
抛妻弃子	pqqi1pqqz1puqi1puui1puuz1
爬起来	pqql1pqul1
盘曲	pqqo1pquo1
爬墙	pqqu1pquu1
爬起	pqqu2*pquu2*
爬入	pqrm1
盘绕	pqrx1
爬上	pqs1pqsy1
爬升	pqs2pqst2*
盘山	pqs3pqso2*
磐石	pqsa1
爬树	pqsc1
爬山虎	pqsh1
盘算着	pqsi1pqsz1
喷气式飞机	pqsj1pusj1
爬山	pqso1
磐石市	pqss1
盘算	pqst1
盘山县	pqsx1
盘他	pqtj1
盘头	pqtn1
盘她	pqts1
盘腿	pqtv1
盘问	pqwj1
爬下	pqxf1
脾气性格	pqxg1puxg1
盘旋	pqxh1
爬行	pqxk1
盘县	pqxo1
盘膝	pqxv1
迫切需要	pqxy1puxy1
盘盈	pqyn1pqyz1
迫切要求	pqyq1puyq1puyu1
牌匾	prbs1
片酬	prcf1
派人参加	prcj1
片长	prct1
片场	prcu1
派人调查	prdc1
片断	prdm1
片段	prdr1
庞然大物	prdw1
飘然而过	preg1
翩然而至	prei1prez1
飘然而去	preq1preu1
片儿	prew1
烹饪方法	prff1
牌坊	prfu1
派人过来	prgl1
派人过去	prgq1prgu1
片花	prhe1
判若鸿沟	prhg1
牌号	prhi1
迫害	prhn1
聘任合同	prht1
片状	prih1przh1
皮肉之苦	prik1przk1
片中	prio1przo1
牌照	prir1przr1
牌子	priv1przv1
片子	priv2*przv2*
聘任职务	priw1przw1
牌桌	priy1przy1
牌局	prjb1
片警	prje1
片基	prjf1
片剂	prjh1
牌价	prjj1
牌技	prjk1
